time, open, high, low, close, volume
"2025.05.22,10:00",3326.50,3327.61,3325.35,3325.69,402
"2025.05.22,10:05",3325.67,3326.58,3323.99,3326.28,382
"2025.05.22,10:10",3326.45,3327.27,3325.47,3325.59,359
"2025.05.22,10:15",3325.42,3325.99,3322.61,3325.99,407
"2025.05.22,10:20",3326.03,3330.82,3325.93,3330.22,384
"2025.05.22,10:25",3330.35,3331.22,3329.02,3329.83,390
"2025.05.22,10:30",3329.77,3330.42,3326.58,3327.46,490
"2025.05.22,10:35",3327.63,3328.86,3325.90,3327.51,456
"2025.05.22,10:40",3327.55,3329.26,3326.73,3328.15,377
"2025.05.22,10:45",3327.99,3329.57,3327.24,3329.48,336
"2025.05.22,10:50",3329.49,3329.69,3327.84,3329.18,336
"2025.05.22,10:55",3329.09,3330.64,3327.51,3327.54,351
"2025.05.22,11:00",3327.50,3328.72,3325.54,3327.01,435
"2025.05.22,11:05",3327.26,3329.91,3326.45,3327.92,446
"2025.05.22,11:10",3328.00,3329.61,3326.79,3326.97,392
"2025.05.22,11:15",3326.85,3326.87,3321.76,3323.83,477
"2025.05.22,11:20",3323.99,3324.25,3321.42,3322.36,392
"2025.05.22,11:25",3322.63,3322.91,3317.82,3318.64,426
"2025.05.22,11:30",3318.64,3318.64,3312.60,3314.47,467
"2025.05.22,11:35",3314.50,3315.86,3311.23,3315.40,430
"2025.05.22,11:40",3315.32,3316.91,3313.72,3314.88,414
"2025.05.22,11:45",3314.91,3314.91,3312.11,3313.88,419
"2025.05.22,11:50",3314.22,3315.47,3313.18,3315.19,416
"2025.05.22,11:55",3315.26,3315.26,3310.27,3311.35,405
"2025.05.22,12:00",3311.25,3313.79,3307.10,3313.56,489
"2025.05.22,12:05",3313.60,3313.76,3310.90,3311.12,426
"2025.05.22,12:10",3311.07,3311.67,3309.22,3311.37,380
"2025.05.22,12:15",3311.08,3311.15,3308.02,3308.52,358
"2025.05.22,12:20",3308.42,3309.35,3304.47,3304.83,456
"2025.05.22,12:25",3304.80,3307.63,3304.64,3306.57,388
"2025.05.22,12:30",3306.68,3308.48,3306.34,3308.27,376
"2025.05.22,12:35",3308.08,3309.83,3307.65,3308.11,358
"2025.05.22,12:40",3308.25,3309.62,3307.17,3308.44,356
"2025.05.22,12:45",3308.44,3309.63,3306.60,3309.49,376
"2025.05.22,12:50",3309.44,3309.82,3308.09,3309.63,288
"2025.05.22,12:55",3309.65,3309.82,3304.22,3304.79,360
"2025.05.22,13:00",3304.64,3307.46,3303.96,3304.82,387
"2025.05.22,13:05",3304.72,3305.62,3301.65,3304.77,430
"2025.05.22,13:10",3304.89,3306.58,3304.67,3304.82,339
"2025.05.22,13:15",3304.85,3305.29,3302.43,3303.93,387
"2025.05.22,13:20",3304.13,3304.36,3301.51,3302.86,370
"2025.05.22,13:25",3303.28,3303.28,3298.68,3299.38,405
